Serial Number,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPVOMLPLRHIGFGF07CC,9.0,62.47,住家用,鋼骨構造,103年12月26日,二十四層,,
RPVOMLPLRHIGFGF07CC,9.0,1.29,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPVOMLPLRHIGFGF07CC,9.0,22.98,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPXOMLPLRHIGFGF27CC,9.0,62.38,住家用,鋼骨構造,103年12月26日,二十四層,,
RPXOMLPLRHIGFGF27CC,9.0,1.29,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPXOMLPLRHIGFGF27CC,9.0,22.98,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPPPMLPLRHIGFGF56CC,43.0,92.0,住家用,鋼筋混凝土造,69年3月28日,五層,,
RPWOMLPLRHIGFGF17CC,9.0,62.61,住家用,鋼骨構造,103年12月26日,二十四層,,
RPWOMLPLRHIGFGF17CC,9.0,1.29,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPWOMLPLRHIGFGF17CC,9.0,22.98,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPOPMLPLRHIGFGF09CC,9.0,62.38,住家用,鋼骨構造,103年12月26日,二十四層,,
RPQPMLPLRHIGFGF66CC,9.0,57.02,住家用,鋼骨構造,103年12月26日,二十四層,,
RPOPMLPLRHIGFGF09CC,9.0,1.29,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPQPMLPLRHIGFGF66CC,9.0,1.19,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPOPMLPLRHIGFGF09CC,9.0,22.98,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPRPMLPLRHIGFGF76CC,9.0,59.37,住家用,鋼骨構造,103年12月26日,二十四層,,
RPQPMLPLRHIGFGF66CC,9.0,20.76,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPQPMLPLRHIGFGF66CC,9.0,46.02,本共有項目有：騎樓、等候空間、停車空間、汽車昇降機、汽車昇降坑、汽車升降機房、雨遮、停車空間兼防空避難室等８項。,鋼骨構造,103年12月26日,二十四層,,
RPSPMLPLRHIGFGF86CC,9.0,69.78,住家用,鋼骨構造,103年12月26日,二十四層,,
RPSPMLPLRHIGFGF86CC,9.0,1.48,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPSPMLPLRHIGFGF86CC,9.0,25.2,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPUPMLPLRHIGFGF07CC,54.0,68.6,住家用,加強磚造,58年9月9日,二層,,
RPTPMLPLRHIGFGF96CC,9.0,59.17,住家用,鋼骨構造,103年12月26日,二十四層,,
RPTPMLPLRHIGFGF96CC,9.0,1.24,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPTPMLPLRHIGFGF96CC,9.0,21.5,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPVPMLPLRHIGFGF17CC,9.0,56.92,住家用,鋼骨構造,103年12月26日,二十四層,,
RPVPMLPLRHIGFGF17CC,9.0,1.19,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPVPMLPLRHIGFGF17CC,9.0,20.76,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPWPMLPLRHIGFGF27CC,38.0,85.58,住家用,鋼筋混凝土造,75年1月30日,五層,,
RPQQMLPLRHIGFGF76CC,26.0,86.1,住家用,鋼筋混凝土造,87年2月19日,十五層,,
RPQQMLPLRHIGFGF76CC,26.0,26.64,共有部份,鋼筋混凝土造,87年2月19日,十六層,,
RPOQMLPLRHIGFGF56CC,25.0,86.31,住家用,鋼筋混凝土造,87年12月12日,十三層,,
RPOQMLPLRHIGFGF56CC,25.0,0.31,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPOQMLPLRHIGFGF56CC,25.0,11.12,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPXPMLPLRHIGFGF37CC,6.0,34.42,見其他登記事項,鋼筋混凝土造,106年4月5日,十二層,,
RPXPMLPLRHIGFGF37CC,6.0,14.74,本共有部分項目有：梯廳、管委會空間、陽台、發電機房、垃圾車暫停車位、台電配電場所、機車停車空間、自行車停車空間、垃圾回收室、梯間、裝卸車位、電信室、消防機房、機房、雨水機房、水箱、樓電梯間、機械室、機械房、電梯機房等２０項。,鋼筋混凝土造,106年4月5日,十二層,,
RPPQMLPLRHIGFGF66CC,25.0,86.31,住家用,鋼筋混凝土造,87年12月12日,十三層,,
RPPQMLPLRHIGFGF66CC,25.0,0.31,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPPQMLPLRHIGFGF66CC,25.0,42.4,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPPQMLPLRHIGFGF66CC,25.0,11.12,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPRQMLPLRHIGFGF86CC,42.0,80.0,住家用,鋼筋混凝土造,70年4月14日,五層,,
RPTQMLPLRHIGFGF07CC,42.0,80.0,住家用,鋼筋混凝土造,70年4月14日,五層,,
RPSQMLPLRHIGFGF96CC,25.0,86.31,住家用,鋼筋混凝土造,87年12月12日,十三層,,
RPVQMLPLRHIGFGF27CC,25.0,78.47,住家用,鋼筋混凝土造,87年12月12日,十三層,,
RPSQMLPLRHIGFGF96CC,25.0,0.31,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPVQMLPLRHIGFGF27CC,25.0,3.14,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPSQMLPLRHIGFGF96CC,25.0,11.12,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPVQMLPLRHIGFGF27CC,25.0,17.34,共有部份,鋼筋混凝土造,87年12月12日,十三層,,
RPUQMLPLRHIGFGF17CC,54.0,97.0,住家用,加強磚造,58年8月11日,三層,,
RPXQMLPLRHIGFGF47CC,42.0,92.0,住家用,鋼筋混凝土造,70年4月14日,五層,,
RPPRMLPLRHIGFGF76CC,42.0,80.0,住家用,鋼筋混凝土造,70年4月14日,五層,,
RPPNMLPLRHIGFHF09CC,,68.0,住家用,加強磚造,,二層,,
RPORMLPLRHIGFGF66CC,39.0,87.38,住家用,鋼筋混凝土造,73年7月5日,五層,,
RPQNMLPLRHIGFHF56CC,48.0,38.06,住家用,加強磚造,64年11月8日,四層,,
RPOOMLPLRHIGFHF09CC,45.0,102.0,住家用,鋼筋混凝土造,67年6月12日,五層,,
RPPNMLPLRHIGFIF56CC,34.0,116.2,店舖、住家、停車間,鋼筋混凝土造,78年6月7日,五層,,
RPSOMLPLRHIGFHF86CC,7.0,58.3,創業管理技術服務業,鋼筋混凝土構造,106年1月18日,十五層,,
RPSOMLPLRHIGFHF86CC,7.0,19.47,共有部分，本共有部分之項目有：電樓梯間、屋頂突出物（電樓梯間、梯廳、水箱、消防水箱、機械室）等２項。,鋼筋混凝土構造,106年1月18日,十五層,,
RPQOMLPLRHIGFHF66CC,7.0,58.3,創業管理技術服務業,鋼筋混凝土構造,106年1月18日,十五層,,
RPSOMLPLRHIGFHF86CC,7.0,14.33,共有部分，本共有部分之項目有：開放空間、管委會使用空間、梯廳、陽台、川廊、廁所、走廊、防空避難室兼停車空間等８項。,鋼筋混凝土構造,106年1月18日,十五層,,
RPQOMLPLRHIGFHF66CC,7.0,19.47,共有部分，本共有部分之項目有：電樓梯間、屋頂突出物（電樓梯間、梯廳、水箱、消防水箱、機械室）等２項。,鋼筋混凝土構造,106年1月18日,十五層,,
RPSNMLPLRHIGFHF76CC,48.0,108.84,見其他登記事項,ＲＣ造,64年10月3日,四層,,
RPQOMLPLRHIGFHF66CC,7.0,14.33,共有部分，本共有部分之項目有：開放空間、管委會使用空間、梯廳、陽台、川廊、廁所、走廊、防空避難室兼停車空間等８項。,鋼筋混凝土構造,106年1月18日,十五層,,
RPRNMLPLRHIGFIF76CC,27.0,18.54,商業用,鋼筋混凝土造,85年11月6日,十二層,,
RPRNMLPLRHIGFIF76CC,27.0,3.89,共有部份,鋼筋混凝土造,85年11月6日,十二層,,
RPRNMLPLRHIGFIF76CC,27.0,1.57,共有部份,鋼筋混凝土造,85年11月6日,十二層,,
RPTNMLPLRHIGFIF96CC,28.0,90.92,住家用,鋼筋混凝土造,85年1月26日,七層,,
RPTNMLPLRHIGFIF96CC,28.0,14.96,防空避難室兼停車空間、梯間,鋼筋混凝土造,85年1月26日,七層,,
RPVNMLPLRHIGFIF17CC,28.0,85.6,住家用,鋼筋混凝土造,85年3月12日,五層,,
RPVNMLPLRHIGFIF17CC,28.0,1.7,警衛室、社區蓄水池、台電配電室、停車空間,鋼筋混凝土造,85年3月12日,七層,,
RPVNMLPLRHIGFIF17CC,28.0,3.22,樓梯間、水箱,鋼筋混凝土造,85年3月12日,五層,,
RPQNMLPLRHIGFIF66CC,29.0,20.19,住家用,鋼筋混凝土造,83年11月11日,二十三層,,
RPQNMLPLRHIGFIF66CC,29.0,2.76,共有部份,鋼筋混凝土造,83年11月11日,二十三層,,
RPQNMLPLRHIGFIF66CC,29.0,5.04,共有部份,鋼筋混凝土造,83年11月11日,二十三層,,
RPWNMLPLRHIGFIF27CC,29.0,53.47,住家用,鋼筋混凝土造,83年10月8日,十二層,,
RPWNMLPLRHIGFIF27CC,29.0,20.36,共有部份,鋼筋混凝土造,83年10月8日,十四層,,
RPXNMLPLRHIGFIF37CC,26.0,101.66,住家用,鋼筋混凝土造,86年10月24日,十七層,,
RPQNMLQLRHIGFAF58CC,49.0,73.6,住家用,鋼筋混凝土造,63年10月18日,四層,,
RPXNMLPLRHIGFIF37CC,26.0,1.7,共有部份,鋼筋混凝土造,86年10月24日,十七層,,
RPXNMLPLRHIGFIF37CC,26.0,4.28,共有部份,鋼筋混凝土造,86年10月24日,十七層,,
RPUNMLRKQHIGFAF88CC,34.0,125.81,住家用,鋼筋混凝土造,78年4月10日,十層,,
RPTNMLQLRHIGFAF88CC,2.0,131.35,店舖,鋼筋混凝土造,110年4月21日,十九層,,
RPUNMLQLRHIGFAF98CC,42.0,70.2,住家用,鋼筋混凝土造,71年2月16日,五層,,
RPPOMLQLRHIGFAF58CC,,15.17,住工用,加強磚造,,三層,,
RPWNMLQLRHIGFAF56CC,31.0,55.76,住家用,鋼筋混凝土造,81年11月19日,十六層,,
RPWNMLQLRHIGFAF56CC,31.0,10.33,共有部份,鋼筋混凝土造,81年11月19日,十六層,,
RPPNMLQLRHIGFBF58CC,2.0,63.4,見其他登記事項,鋼筋混凝土造,111年1月25日,十五層,,
RPPNMLQLRHIGFBF58CC,2.0,59.83,本共有部分項目計有：無障礙升降機、一般安全梯、無障礙樓梯、戶外安全梯、緊急升降機、管委會使用空間、機車車道、排煙室、公服空間、梯廳、無障礙廁所、台電配電場所、汽車車道、電信機房、垃圾車暫停車位、垃圾儲藏室、裝卸車位、停車空間、受電箱、水箱、緊急發電機房、消防機房、梯間、電梯機房、管委會空間等共計２５項。,鋼筋混凝土造,111年1月25日,十五層,,
RPQNMLQLRHIGFBF68CC,34.0,138.32,住家用,鋼筋混凝土造,78年8月12日,五層,,
RPSNMLQLRHIGFBF88CC,10.0,46.76,見其他登記事項,鋼筋混凝土造,103年1月27日,十五層,,
RPSNMLQLRHIGFBF88CC,10.0,41.45,本成果表共有部分之用途有，梯廳，公共服務空間，管委會空間，台電配電場所，受電箱，停車空間，梯間，垃圾儲藏室，台電管道間，進風管道，排風管道，電信機房，蓄水池，發電機房，消防機房，等１５項。,鋼筋混凝土造,103年1月27日,十五層,,
RPSNMLQLRHIGFBF88CC,10.0,8.48,本成果表共有部分之用途有，梯廳，梯間，機械室，水箱，等４項,鋼筋混凝土造,103年1月27日,十五層,,
RPTNMLQLRHIGFBF98CC,2.0,71.82,見其他登記事項,鋼筋混凝土造,110年5月17日,十五層,,
RPTNMLQLRHIGFBF98CC,2.0,65.29,本共有部分之項目有停車空間、車道、戶外安全梯、無障礙樓梯、管委會使用空間、台電配電場所、排煙室、梯廳、水箱、電梯機房、垃圾儲藏空間、緊急發電機房、電信機房、台電管道間、雨水滯留池、消防機房、雨水機房、梯間、一般安全梯等１９項。,鋼筋混凝土造,110年5月17日,十五層,,
RPUNMLQLRHIGFBF09CC,24.0,91.23,住家用,鋼筋混凝土造,89年1月18日,十一層,,
RPUNMLQLRHIGFBF09CC,24.0,9.47,共有部份,鋼筋混凝土造,89年1月18日,十一層,,
RPUNMLQLRHIGFBF09CC,24.0,7.41,共有部份,鋼筋混凝土造,89年1月18日,十一層,,
RPWNMLQLRHIGFBF66CC,41.0,98.55,住家用,鋼筋混凝土造,72年1月25日,五層,,
RPUNMLQLRHIGFBF09CC,24.0,53.97,共有部份,鋼筋混凝土造,89年1月18日,十一層,,
RPVNMLQLRHIGFBF56CC,8.0,65.97,見其他登記事項,鋼筋混凝土造,104年5月14日,十二層,,
RPVNMLQLRHIGFBF56CC,8.0,61.54,本共有部分之項目有樓電梯間、公共服務空間、自行車停車、停車空間、台電配電場所、電梯間、電信機房、裝卸車位、垃圾車車位、垃圾收集室、樓梯間、噴灌機房、發電機機房、水箱、消防機房、機房等１６項,鋼筋混凝土造,104年5月14日,十五層,,
RPOOMLQLRHIGFBF58CC,9.0,40.06,見其他登記事項,鋼筋混凝土造,104年1月29日,十六層,,
RPPOMLQLRHIGFBF68CC,17.0,127.85,一般商業設施（一般事務所）,鋼筋混凝土造,96年2月13日,十四層,,
RPOOMLQLRHIGFBF58CC,9.0,2.17,本共有部分之項目有樓梯間、車道、通道、排煙室、電信機房、電氣室、公共發電機室、雨水回收機房、消防泵浦機房等９項。,鋼筋混凝土造,104年1月29日,十六層,,
RPOOMLQLRHIGFBF58CC,9.0,22.11,本共有部分之項目有住宅入口大廳、會客區、儲藏室、郵件室、排煙室、梯廳、樓梯間、走道、防災中心、管道間、管委會使用空間、台電配電場所、中繼水箱室、停車空間、住宅機車停車空間、排風機房、送風機房、水箱、游泳池機房、機房、污水機房、住宅垃圾處理室、電梯機房、住戶水表室、住宅水箱室、泵浦等２６項。,鋼筋混凝土造,104年1月29日,十六層,,
RPQOMLQLRHIGFBF78CC,39.0,88.04,住家用,鋼筋混凝土造,73年12月27日,五層,,
RPQOMLQLRHIGFBF78CC,39.0,5.27,共有部份,鋼筋混凝土造,73年12月27日,五層,,
RPROMLQLRHIGFBF88CC,39.0,82.6,住家用,鋼筋混凝土造,73年12月28日,五層,,
RPPNMLQLRHIGFCF68CC,31.0,86.96,住家用,鋼筋混凝土造,82年3月10日,十三層,,
RPPNMLQLRHIGFCF68CC,31.0,11.87,共有部份,鋼筋混凝土造,82年3月10日,十四層,,
RPQNMLQLRHIGFCF78CC,44.0,92.25,住家用,鋼筋混凝土造,68年10月13日,四層,,
RPSNMLQLRHIGFCF98CC,11.0,30.11,一般事務所,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十九層,,
RPSNMLQLRHIGFCF98CC,11.0,10.97,本共有部分之項目有第六至二十九層梯廳；十二及二十二層水表室、消防泵浦室；十三及二十三層水箱；屋頂突出物之梯間、消防水箱、水箱、電梯機房等８項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十九層,,
RPSNMLQLRHIGFCF98CC,11.0,0.39,本共有部分之項目有地下一層之俱樂部泵浦機房、俱樂部泵浦蓄水池、第四層之過濾機房、第五層之管委會使用空間、屋頂突出物之冰水主機房、屋頂突出物(二層)之水箱等６項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十九層,,
RPSNMLQLRHIGFCF98CC,11.0,2.1,本共有部分之項目有地下二層之中水及截油槽機房、消防泵浦室、消防管道、管道間、地下一層之瓦斯減壓室、台電專用管道間、景觀水景機房、車道、機房、電信機房、大公變電站、管道間、第一層之車道、管道間、一層夾層之防災中心、樓梯、管道間、屋頂突出物(二層)之機房、吊運走道、辦公室商場發電機房、樓梯六層走道等２２項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十九層,,
RPSNMLQLRHIGFCF98CC,11.0,3.87,本共有部分之項目有地下二層之蓄水池、泵浦室、梯廳兼排煙室、樓梯、梯廳、排煙室、通風機房、泵浦機房、蓄水池，客梯、垃圾處理室、停車空間、地下一層之機房、台電配電場所、大公變電站、梯廳兼排煙室、樓梯、電錶箱、梯廳、台電配電場所、走道、排煙室、廁所、緊急升降梯、機房、儲藏室、客梯、車道、停車空間、第一層之梯廳兼排煙室、辦公棟門廳、緊急升降梯、管道間、樓梯、客梯、一層夾層之緊急升降梯、第二層至五層之樓梯、緊急升降梯、客梯、第六層之管理中心、管理辦公室、緊急升降梯、陽台、雨遮、客梯等４５項。,鋼骨構造、鋼筋混凝土構造,101年11月14日,二十九層,,
RPRNMLQLRHIGFCF88CC,27.0,110.63,住家用,鋼筋混凝土造,85年6月25日,六層,,
RPRNMLQLRHIGFCF88CC,27.0,13.86,共有部份,鋼筋混凝土造,85年6月25日,六層,,
RPRNMLQLRHIGFCF88CC,27.0,6.28,共有部份,鋼筋混凝土造,85年6月25日,六層,,
RPTNMLQLRHIGFCF09CC,40.0,82.21,住家用,鋼筋混凝土造,73年2月17日,五層,,
RPTNMLQLRHIGFCF09CC,40.0,7.48,共有部分,鋼筋混凝土造,73年2月17日,五層,,
RPRNMLQLRHIGFDF98CC,40.0,98.37,商業用,鋼筋混凝土造,72年3月19日,五層,,
RPTNMLQLRHIGFDF56CC,44.0,76.0,住家用,鋼筋混凝土造,68年11月22日,四層,,
RPSNMLQLRHIGFDF09CC,26.0,34.32,商業用,鋼筋混凝土造,86年7月3日,二十六層,,
RPSNMLQLRHIGFDF09CC,26.0,1.7,門廊社區中心衣物寄放櫃、警衛室、櫃檯、電信機房、緊急昇降機、男更衣室、女更衣室、門廳會議室、台電管道間、台電變電室、緊急發電機室、排煙室、蓄水池、消防水池、泵浦室、電梯間,鋼筋混凝土造,86年7月3日,二十七層,,
RPPNMLQLRHIGFDF78CC,29.0,56.69,工商用,鋼造,83年3月30日,二十層,,
RPSNMLQLRHIGFDF09CC,26.0,0.82,門廳、水箱、信箱區、緊急昇降機、機械室、瞭望台、樓梯間、排煙機房、樓梯。,鋼筋混凝土造,86年7月3日,二十六層,,
RPPNMLQLRHIGFDF78CC,29.0,11.01,共有部份,鋼造,83年3月30日,二十層,,
RPPNMLQLRHIGFDF78CC,29.0,3.43,共有部份,鋼造,83年3月30日,二十一層,,
RPPNMLQLRHIGFDF78CC,29.0,3.24,見使用執照,鋼造,83年3月30日,二十層,,
RPVNMLQLRHIGFDF76CC,28.0,77.47,住家用,鋼筋混凝土造,84年8月24日,二十五層,,
RPPNMLQLRHIGFDF78CC,29.0,0.0,見使用執照,鋼造,83年3月30日,二十層,,
RPWNMLQLRHIGFDF86CC,33.0,105.82,商業用,鋼筋混凝土造,79年6月22日,五層,,
RPVNMLQLRHIGFDF76CC,28.0,21.2,共有部份,鋼筋混凝土造,84年8月24日,二十五層,,
RPWNMLQLRHIGFDF86CC,33.0,10.96,共有部份,鋼筋混凝土造,79年6月22日,五層,,
RPXNMLQLRHIGFDF96CC,19.0,214.67,店舖、住宅,鋼筋混凝土造,94年2月17日,四層,,
RPPOMLQLRHIGFDF88CC,35.0,117.11,住家用,鋼筋混凝土造,77年7月2日,五層,,
RPPOMLQLRHIGFDF88CC,35.0,2.5,共有部份,鋼筋混凝土造,77年7月2日,五層,,
RPPOMLQLRHIGFDF88CC,35.0,6.77,共有部份,鋼筋混凝土造,77年7月2日,五層,,
RPOOMLQLRHIGFDF78CC,37.0,369.46,工商用,鋼筋混凝土造,75年10月1日,二層,,
RPQOMLQLRHIGFDF98CC,28.0,108.79,住家用,鋼筋混凝土造,84年8月24日,五層,,
RPROMLQLRHIGFDF09CC,5.0,200.21,廠房,鋼骨構造,108年1月23日,三十五層,,
RPROMLQLRHIGFDF09CC,5.0,196.44,廠房,鋼骨構造,108年1月23日,三十五層,,
RPRNMLQLRHIGFGF66CC,11.0,62.43,住家用,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPQNMLQLRHIGFGF56CC,11.0,62.43,住家用,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPRNMLQLRHIGFGF66CC,11.0,1.17,本共有部分項目有：公益設施出入口、緩衝空間、緊急發電機室、電信機房、公用電錶、及台電配電場所等６項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPQNMLQLRHIGFGF56CC,11.0,1.17,本共有部分項目有：公益設施出入口、緩衝空間、緊急發電機室、電信機房、公用電錶、及台電配電場所等６項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPQNMLQLRHIGFGF56CC,11.0,25.93,本共有部分項目有：蓄水池、雨水儲存池、機械房、消防水池、消防泵浦室、排煙室、梯間、管道間、機車停車空間、管理員室、垃圾處理中心、水箱、梯廳、走道、中繼機房、視聽室、交誼室、集合住宅大廳、閱覽室、污水處理設施、社區中心、信箱室、樓梯間、電梯間、電梯機房雨遮及陽台等２７項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPRNMLQLRHIGFGF66CC,11.0,25.93,本共有部分項目有：蓄水池、雨水儲存池、機械房、消防水池、消防泵浦室、排煙室、梯間、管道間、機車停車空間、管理員室、垃圾處理中心、水箱、梯廳、走道、中繼機房、視聽室、交誼室、集合住宅大廳、閱覽室、污水處理設施、社區中心、信箱室、樓梯間、電梯間、電梯機房雨遮及陽台等２７項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPTNMLQLRHIGFGF86CC,6.0,34.42,見其他登記事項,鋼筋混凝土造,106年4月5日,十二層,,
RPTNMLQLRHIGFGF86CC,6.0,14.74,本共有部分項目有：梯廳、管委會空間、陽台、發電機房、垃圾車暫停車位、台電配電場所、機車停車空間、自行車停車空間、垃圾回收室、梯間、裝卸車位、電信室、消防機房、機房、雨水機房、水箱、樓電梯間、機械室、機械房、電梯機房等２０項。,鋼筋混凝土造,106年4月5日,十二層,,
RPWNMLQLRHIGFGF17CC,28.0,139.77,住家用,鋼筋混凝土造,84年5月11日,七層,,
RPWNMLQLRHIGFGF17CC,28.0,9.14,共有部份,鋼筋混凝土造,84年5月11日,七層,,
RPPOMLQLRHIGFGF56CC,48.0,90.3,商業用,加強磚造,64年9月15日,四層,,
RPXNMLQLRHIGFGF27CC,43.0,81.0,住家用,鋼筋混凝土造,70年1月19日,五層,,
RPOOMLQLRHIGFGF09CC,48.0,100.89,住家用,加強磚造,64年10月30日,四層,,
RPXOMLQLRHIGFGF37CC,38.0,85.58,住家用,鋼筋混凝土造,75年1月30日,五層,,
RPPPMLQLRHIGFGF66CC,39.0,87.38,住家用,鋼筋混凝土造,73年7月5日,五層,,
RPQPMLQLRHIGFGF76CC,49.0,24.11,住家用,加強磚造,64年1月16日,四層,,
RPVOMLQLRHIGFGF17CC,28.0,28.3,住家用,鋼筋混凝土造,84年12月18日,十二層,,
RPOPMLQLRHIGFGF56CC,34.0,71.49,住家用,鋼筋混凝土造,78年8月8日,五層,,
RPWOMLQLRHIGFGF27CC,27.0,32.68,商業用,鋼筋混凝土造,86年2月3日,二十七層,,
RPVOMLQLRHIGFGF17CC,28.0,2.97,共有部份,鋼筋混凝土造,84年12月18日,十二層,,
RPWOMLQLRHIGFGF27CC,27.0,10.42,共有部份,鋼筋混凝土造,86年2月3日,二十七層,,
RPVOMLQLRHIGFGF17CC,28.0,6.84,共有部份,鋼筋混凝土造,84年12月18日,十二層,,
RPRPMLQLRHIGFGF86CC,11.0,62.56,住家用,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPRPMLQLRHIGFGF86CC,11.0,1.17,本共有部分項目有：公益設施出入口、緩衝空間、緊急發電機室、電信機房、公用電錶、及台電配電場所等６項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPRPMLQLRHIGFGF86CC,11.0,25.93,本共有部分項目有：蓄水池、雨水儲存池、機械房、消防水池、消防泵浦室、排煙室、梯間、管道間、機車停車空間、管理員室、垃圾處理中心、水箱、梯廳、走道、中繼機房、視聽室、交誼室、集合住宅大廳、閱覽室、污水處理設施、社區中心、信箱室、樓梯間、電梯間、電梯機房雨遮及陽台等２７項。,鋼骨鋼筋混凝土造,101年12月20日,二十七層,,
RPSPMLQLRHIGFGF96CC,9.0,69.78,住家用,鋼骨構造,103年12月26日,二十四層,,
RPSPMLQLRHIGFGF96CC,9.0,1.48,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
RPSPMLQLRHIGFGF96CC,9.0,25.2,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,,
RPTPMLQLRHIGFGF07CC,9.0,101.55,住家用,鋼骨構造,103年12月26日,二十四層,,
RPTPMLQLRHIGFGF07CC,9.0,2.1,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,,
