serial_number,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPRNMLMKIIIGFCF57CC,1.0,32.9,本共有部分項目計有：停車空間、管委會使用空間、梯廳、走廊、機房、發電機室、電信機房、防空避難室兼停車空間、台電配電場所、蓄水池、消防泵浦室、梯間及陽台等１３項。,鋼筋混凝土構造,111年4月8日,十四層,NULL,NULL
RPUNMLMKIIIGFDF97CC,27.0,111.61,住家用,鋼筋混凝土造,86年1月20日,十二層,NULL,NULL
RPSNMLMKIIIGFCF67CC,38.0,82.93,住家用,鋼筋混凝土造,74年5月28日,五層,NULL,NULL
RPSNMLMKIIIGFCF67CC,38.0,7.12,共有部份,鋼筋混凝土造,74年5月28日,五層,NULL,NULL
RPRNMLMKIIIGFGF97CC,9.0,45.3,住家用,鋼骨構造,103年12月26日,二十四層,NULL,NULL
RPRNMLMKIIIGFGF97CC,9.0,1.53,本共有項目有：台電配電場所、緊急發電機房、水箱、機房、消防泵浦室、消防水池、水表區等７項。,鋼骨構造,103年12月26日,二十四層,NULL,NULL
RPRNMLMKIIIGFGF97CC,9.0,26.69,本共有項目有：騎樓、通道、梯廳、機車坡道、管委會使用空間、樓梯間、管道間、等候空間、緊急升降機、防災中心、廁所、雨遮、垃圾處理空間、陽台、停車空間、樓電空間、機房、電信機房、電梯機房、水表區、電機房、水箱、消防水池等２３項,鋼骨構造,103年12月26日,二十四層,NULL,NULL
RPTNMLMKIIIGFGF18CC,1.0,44.01,見其他登記事項,鋼筋混凝土造,111年12月1日,十五層,NULL,NULL
RPTNMLMKIIIGFGF18CC,1.0,15.47,本共有部分項目有：門廊、門廳、機房、陽臺、戶外安全梯Ａ１梯、無障礙電梯、無障礙安全梯、緊急昇降機、Ａ棟排煙室、走道、防水閘門、公共服務空間（供集合住宅使用）、Ｂ１棟排煙室、無障礙戶外安全梯Ａ２梯、Ｂ２棟排煙室、地下室排風、梯廳、空調機房、Ａ１梯、機電設備空間、泳池機房、水箱、Ｂ棟管道間、Ｂ１梯、管委會空間、儲藏室、無障礙戶外安全梯Ｂ１梯、Ｂ２梯、戶外安全梯Ｂ２梯、電梯機房、安全梯Ｂ１梯、梯間、雨遮、Ａ棟水箱、排煙室、廁所、消防水箱、水錶室、Ｂ１棟水箱及Ｂ２棟水箱等４０項。,鋼筋混凝土造,111年12月1日,十五層,NULL,NULL
RPTNMLMKIIIGFGF18CC,1.0,7.06,本共有部分項目有：車道、管理員室、排風、進風、停車空間、防空避難室兼停車空間等６項。,鋼筋混凝土造,111年12月1日,十五層,NULL,NULL
RPVNMLMKIIIGFGF38CC,42.0,91.0,住家用,鋼筋混凝土造,70年12月24日,五層,NULL,NULL
RPPNMLMKIIIGFDF47CC,23.0,92.2,住家用,鋼筋混凝土造,89年12月11日,九層,NULL,NULL
RPPNMLMKIIIGFDF47CC,23.0,15.25,共有部份,鋼筋混凝土造,89年12月11日,九層,NULL,NULL
RPPNMLMKIIIGFDF47CC,23.0,53.84,共有部份,鋼筋混凝土造,89年12月11日,九層,NULL,NULL
RPUNMLMKIIIGFGF28CC,44.0,35.68,住家用,鋼筋混凝土造,68年5月24日,四層,NULL,NULL
RPQOMLMKIIIGFGF97CC,31.0,25.35,商業用,鋼筋混凝土造,81年7月16日,十二層,NULL,NULL
RPSOMLMKIIIGFGF18CC,31.0,25.35,商業用,鋼筋混凝土造,81年7月16日,十二層,NULL,NULL
RPQOMLMKIIIGFGF97CC,31.0,2.69,共有部份,鋼筋混凝土造,81年7月16日,十二層,NULL,NULL
RPSOMLMKIIIGFGF18CC,31.0,2.69,共有部份,鋼筋混凝土造,81年7月16日,十二層,NULL,NULL
RPUOMLMKIIIGFGF38CC,31.0,25.17,商業用,鋼筋混凝土造,81年7月16日,十二層,NULL,NULL
RPUOMLMKIIIGFGF38CC,31.0,3.8,共有部份,鋼筋混凝土造,81年7月16日,十二層,NULL,NULL
RPOPMLMKIIIGFGF87CC,43.0,77.0,住家用,鋼筋混凝土造,69年6月12日,四層,NULL,NULL
RPPNMLTJIIIGFAF87DC,5.0,164.72,工場（廠）,鋼筋混凝土造,107年7月2日,九層,NULL,NULL
RPPNMLTJIIIGFAF87DC,5.0,150.86,本共有部分項目有：（排煙室、梯廳、管委會空間、停車空間、男廁、女廁、戶外安全梯Ａ、戶外安全梯Ｂ、機電設備空間ａ空調使用、機電設備空間ｂ、Ａ１機房、Ａ２機房、消防泵浦室、Ａ３機房、Ａ４機房、水錶用機房、電梯機房、樓梯間、Ｃ樓梯間、水箱１、水箱２、消防水池、機電設備空間ｂ空調使用、防空避難室兼停車空間、發電機房、機車停車空間一、機車停車空間二、機車停車空間三、資源回收室、電梯間、機房、安全梯、無障礙樓梯、台電配電室、蓄水池、雨水回收機房）等共３６項。,鋼筋混凝土造,107年7月2日,九層,NULL,NULL
RPQNMLMKIIIGFHF97CC,46.0,84.8,住家用,鋼筋混凝土造,66年8月13日,五層,NULL,NULL
RPPNMLQLRHIGFBF68DC,24.0,182.82,廠房、辦公室,鋼筋混凝土造,89年1月26日,十層,NULL,NULL
RPPNMLQLRHIGFBF68DC,24.0,26.08,共有部份,鋼筋混凝土造,89年1月26日,十層,NULL,NULL
RPPNMLQLRHIGFBF68DC,24.0,6.72,共有部份,鋼筋混凝土造,89年1月26日,十層,NULL,NULL
RPPNMLQLRHIGFBF68DC,24.0,39.35,共有部份,鋼筋混凝土造,89年1月26日,十層,NULL,NULL
RPXNMLMKIIIGFHF68CC,51.0,26.0,住家用,加強磚造,61年10月23日,一層,NULL,NULL
RPQOMLMKIIIGFHF08CC,47.0,38.26,住家用,Ｒ．Ｃ造,65年8月19日,四層,NULL,NULL
RPPOMLMKIIIGFHF97CC,28.0,99.36,住家用,鋼筋混凝土造,85年1月8日,二十三層,NULL,NULL
RPWOMLMKIIIGFHF68CC,33.0,71.62,商業用,鋼筋混凝土造,80年3月26日,十一層,NULL,NULL
RPTOMLMKIIIGFHF38CC,46.0,93.74,住家用,加強磚造,66年6月16日,四層,NULL,NULL
RPWOMLMKIIIGFHF68CC,33.0,20.66,共有部份,鋼筋混凝土造,80年3月26日,十一層,NULL,NULL
RPVOMLMKIIIGFHF58CC,23.0,93.67,住家用,鋼筋混凝土造,89年11月15日,十四層,NULL,NULL
RPVOMLMKIIIGFHF58CC,23.0,23.63,共有部份,鋼筋混凝土造,89年11月15日,十四層,NULL,NULL
RPOPMLMKIIIGFHF97CC,46.0,79.21,住家用,鋼筋混凝土造,66年11月25日,五層,NULL,NULL
RPVNMLMKIIIGFIF58CC,28.0,67.08,住家用,鋼筋混凝土造,84年11月3日,八層,NULL,NULL
RPVNMLMKIIIGFIF58CC,28.0,26.13,梯間、交誼廳、公眾停車間、防空避難室,鋼筋混凝土造,84年11月3日,八層,NULL,NULL
RPTNMLMKIIIGFIF38CC,7.0,160.98,見其他登記事項,鋼筋混凝土造,106年3月15日,九層,NULL,NULL
RPTNMLMKIIIGFIF38CC,7.0,43.11,本共有部分之項目有：管委會使用空間、水箱、樓電梯間、昇降機機房、器材室、屋簷、陽台等７項。,鋼筋混凝土造,106年3月15日,九層,NULL,NULL
RPTNMLMKIIIGFIF38CC,7.0,67.83,本共有部分之項目有：汽車昇降機、機車昇降機、汽車昇降機機房、緊急發電機房、樓梯間、水箱、樓電梯間、停車空間、電信機房、台電配電室、機車停車位、防空避難室兼停車空間、消防泵浦室等１３項。,鋼筋混凝土造,106年3月15日,九層,NULL,NULL
RPRNMLNKIIIGFAF47CC,28.0,63.07,住家用,鋼筋混凝土造,84年9月5日,十九層,NULL,NULL
RPSNMLNKIIIGFBF67CC,46.0,97.82,住家用,加強磚造,66年3月23日,三層,NULL,NULL
RPOOMLNKIIIGFBF37CC,7.0,88.97,見其他登記事項,鋼筋混凝土造,105年9月2日,十五層,NULL,NULL
RPOOMLNKIIIGFBF37CC,7.0,64.59,本共有部分之項目有：梯廳、管委會使用空間、騎樓、陽台、樓梯間、水箱、電梯機房、汽車停車空間、發電機房、台電配電場所、機車停車空間、身心障礙車位、電信機房、防空避難室兼汽車停車空間、蓄水池、消防泵室等１６項。,鋼筋混凝土造,105年9月2日,十五層,NULL,NULL
RPOOMLNKIIIGFBF37CC,7.0,1.99,本共有部分之項目有：管道間（Ａ－Ｇ）等１項。,鋼筋混凝土造,105年9月2日,十五層,NULL,NULL
RPXNMLNKIIIGFBF18CC,16.0,69.24,住家用,鋼筋混凝土造,96年9月27日,十五層,NULL,NULL
RPXNMLNKIIIGFBF18CC,16.0,56.22,共有部份,鋼筋混凝土造,96年9月27日,十五層,NULL,NULL
RPUOMLNKIIIGFBF97CC,28.0,67.26,住家用,鋼筋混凝土造,85年3月21日,七層,NULL,NULL
RPUOMLNKIIIGFBF97CC,28.0,10.9,共有部份,鋼筋混凝土造,85年3月21日,七層,NULL,NULL
RPROMLNKIIIGFBF67CC,16.0,60.01,住家用,鋼筋混凝土造,96年5月18日,九層,NULL,NULL
RPROMLNKIIIGFBF67CC,16.0,10.88,共有部份,鋼筋混凝土造,96年5月18日,九層,NULL,NULL
RPROMLNKIIIGFBF67CC,16.0,10.04,共有部份,鋼筋混凝土造,96年5月18日,九層,NULL,NULL
RPRNMLNKIIIGFDF77CC,25.0,34.76,商業用,鋼筋混凝土造,87年4月3日,十七層,NULL,NULL
RPRNMLNKIIIGFDF77CC,25.0,1.6,共有部份,鋼筋混凝土造,87年4月3日,十七層,NULL,NULL
RPRNMLNKIIIGFDF77CC,25.0,14.64,共有部份,鋼筋混凝土造,87年4月3日,十七層,NULL,NULL
RPRNMLNKIIIGFDF77CC,25.0,1.59,共有部份,鋼筋混凝土造,87年4月3日,十七層,NULL,NULL
RPTNMLNKIIIGFDF97CC,28.0,81.74,住家用,鋼筋混凝土造,84年11月10日,五層,NULL,NULL
RPTNMLNKIIIGFDF97CC,28.0,25.54,共有部份,鋼筋混凝土造,84年11月10日,五層,NULL,NULL
RPPNMLNKIIIGFGF87CC,32.0,123.93,住家用,鋼筋混凝土造,80年4月19日,七層,NULL,NULL
RPPNMLNKIIIGFGF87CC,32.0,35.63,共有部份,鋼筋混凝土造,80年4月19日,七層,NULL,NULL
RPXNMLNKIIIGFGF68CC,28.0,21.39,住家用,鋼筋混凝土造,84年8月26日,七層,NULL,NULL
RPXNMLNKIIIGFGF68CC,28.0,11.32,共有部份,鋼筋混凝土造,84年8月26日,七層,NULL,NULL
RPQNMLNKIIIGFGF97CC,9.0,75.75,見其他登記事項,鋼筋混凝土造,103年8月6日,十五層,NULL,NULL
RPQNMLNKIIIGFGF97CC,9.0,40.49,本共有部分項目有：停車空間、防空避難室兼停車空間、梯廳、消防水箱、機械室、水箱、雨遮等七項,鋼筋混凝土造,103年8月6日,十五層,NULL,NULL
RPQNMLNKIIIGFGF97CC,9.0,0.05,本共有部分項目有：管委會使用空間等一項,鋼筋混凝土造,103年8月6日,十五層,NULL,NULL
RPWNMLNKIIIGFGF58CC,42.0,19.83,住家用,鋼筋混凝土造,71年1月23日,五層,NULL,NULL
RPQNMLNKIIIGFHF08CC,3.0,51.06,見其他登記事項,鋼筋混凝土構造,110年2月8日,十三層,NULL,NULL
RPQNMLNKIIIGFHF08CC,3.0,26.32,本共有部分之項目有電樓梯間、梯廳、騎樓、機車昇降機、汽車昇降機、陽台、管道、行動不便機車位、安全梯Ａ、安全梯Ｂ、台電配電場所、電信機房、防空避難室兼停車空間、停車空間、發電機房、消防泵浦機房、水箱、管委會使用空間、雨遮、行動不便車位、屋頂突出物（電樓梯間、梯廳、雨水回收水箱、水箱、機械室）等２１項。,鋼筋混凝土構造,110年2月8日,十三層,NULL,NULL
RPROMLNKIIIGFHF28CC,33.0,114.74,住家用,鋼筋混凝土造,79年7月6日,五層,NULL,NULL
RPSOMLNKIIIGFHF38CC,17.0,58.12,住家用,鋼筋混凝土造,95年12月21日,二十一層,NULL,NULL
RPROMLNKIIIGFHF28CC,33.0,12.29,共有部份,鋼筋混凝土造,79年7月6日,五層,NULL,NULL
RPSOMLNKIIIGFHF38CC,17.0,25.77,共有部份,鋼筋混凝土造,95年12月21日,二十一層,NULL,NULL
RPPNMLNKIIIGFIF08CC,16.0,114.79,住家用,鋼筋混凝土造,96年7月27日,十九層,NULL,NULL
RPPNMLNKIIIGFIF08CC,16.0,17.95,共有部份,鋼筋混凝土造,96年7月27日,十九層,NULL,NULL
RPPNMLNKIIIGFIF08CC,16.0,42.33,共有部份,鋼筋混凝土造,96年7月27日,十九層,NULL,NULL
RPPNMLNKIIIGFIF08CC,16.0,31.0,共有部份,鋼筋混凝土造,96年7月27日,十九層,NULL,NULL
RPTOMLNKIIIGFHF48CC,7.0,88.68,見其他登記事項,鋼筋混凝土構造,106年1月20日,十五層,NULL,NULL
RPTOMLNKIIIGFHF48CC,7.0,14.36,共有部分；本共有部分項目有：梯廳、電樓梯間、樓梯間、交誼室、管委會使用空間、安全梯、機電、屋頂突出物〈電樓梯間、機房、生活水箱、安全梯〉、汽排機房、台電配電室、垃圾資源回收室、自行車、機車道、汽車車道、緊急發電機室、網路機房、機房、泵浦室、雨水機房、陽台、公共服務空間等２１項。,鋼筋混凝土構造,106年1月20日,十五層,NULL,NULL
RPTOMLNKIIIGFHF48CC,7.0,23.46,共有部分；本共有部分項目有：電樓梯間、走廊、管委會使用空間、機房等４項。,鋼筋混凝土構造,106年1月20日,十五層,NULL,NULL
RPSNMLNKIIIGFIF38CC,28.0,104.84,住家用,鋼筋混凝土造,85年2月15日,十三層,NULL,NULL
RPSNMLNKIIIGFIF38CC,28.0,24.56,樓梯間、防空避難室、屋頂突出物,鋼筋混凝土造,85年2月15日,十四層,NULL,NULL
RPSNMLOKIIIGFBF77CC,27.0,27.28,住家用,鋼筋混凝土造,86年2月17日,八層,NULL,NULL
RPSNMLOKIIIGFBF77CC,27.0,53.23,共有部份,鋼筋混凝土造,86年2月17日,八層,NULL,NULL
RPXNMLNKIIIGFIF88CC,NULL,91.38,住家用,鋼筋混凝土造,NULL,五層,NULL,NULL
RPVNMLOKIIIGFAF97CC,50.0,94.34,住家用,鋼筋混凝土造,62年6月22日,四層,NULL,NULL
RPPNMLOKIIIGFDF67CC,42.0,96.1,商業用,鋼筋混凝土造,70年8月7日,五層,NULL,NULL
RPPNMLOKIIIGFGF97CC,30.0,24.87,住家用,鋼筋混凝土造,83年3月4日,十層,NULL,NULL
RPPNMLOKIIIGFGF97CC,30.0,3.25,共有部份,鋼筋混凝土造,83年3月4日,十層,NULL,NULL
RPPNMLOKIIIGFGF97CC,30.0,8.88,共有部份,鋼筋混凝土造,83年3月4日,十層,NULL,NULL
RPQNMLOKIIIGFIF28CC,29.0,58.09,住家用,鋼筋混凝土造,83年12月10日,十四層,NULL,NULL
RPQNMLOKIIIGFIF28CC,29.0,4.3,共有部份,鋼筋混凝土造,83年12月10日,十五層,NULL,NULL
RPQNMLOKIIIGFIF28CC,29.0,13.99,共有部份,鋼筋混凝土造,83年12月10日,十五層,NULL,NULL
RPQNMLOKIIIGFIF28CC,29.0,1.94,共有部份,鋼筋混凝土造,83年12月10日,十四層,NULL,NULL
RPSNMLOKIIIGFHF38CC,2.0,84.57,見其他登記事項,鋼骨構造,111年2月24日,三十六層,NULL,NULL
RPSNMLOKIIIGFHF38CC,2.0,67.98,本共有部分之項目有梯廳、信箱區、排煙室、緊急昇降機、供行動不便者使用電梯、門廊、６Ｍ退縮空間、陽台、騎樓、自行車停車空間、防災中心、茶水間、儲物間、車道、男廁、女廁、一般事務所、中繼機房、消防水箱、管道間、梯間、水箱、機械室、機房、停車空間、垃圾儲藏空間、機坑、裝卸及垃圾車暫停空間、雨遮、排風、進風、樓梯間、台電配電場所、蓄水池、電信機房、發電機房、發電機房排煙管道間、發電機房進風管道間、排煙管道間、雨水泵浦室、消防機房、防空避難室兼停車空間等４２項。,鋼骨構造,111年2月24日,三十六層,NULL,NULL
RPPNMLOKIIIGFHF08CC,30.0,69.11,住家用,鋼筋混凝土造,82年6月18日,七層,NULL,NULL
RPPNMLOKIIIGFHF08CC,30.0,17.87,共有部份,鋼筋混凝土造,82年6月18日,七層,NULL,NULL
RPPNMLOKIIIGFIF18CC,26.0,78.04,住家用,鋼筋混凝土造,86年7月17日,八層,NULL,NULL
RPPNMLOKIIIGFIF18CC,26.0,27.15,共有部份,鋼筋混凝土造,86年7月17日,八層,NULL,NULL
RPPNMLOKIIIGFIF18CC,26.0,4.99,共有部份,鋼筋混凝土造,86年7月17日,八層,NULL,NULL
RPPNMLPKIIIGFBF57CC,8.0,55.71,見其他登記事項,鋼筋混凝土造,104年4月29日,十八層,NULL,NULL
RPPNMLPKIIIGFBF57CC,8.0,46.3,本共有部分之項目有防空避難室兼停車空間、梯間、垃圾貯藏空間、垃圾車暫停空間、電信室、防災中心、車道、噴灌機房、台電配電場所、停車空間、緊急發電機室、水箱、消防機房、雨水機房、高層建築緩衝空間、住宅梯廳、辦公室梯廳、陽台、自行車停車區、管委會使用空間、雨遮等２１項。,鋼筋混凝土造,104年4月29日,十八層,NULL,NULL
RPPNMLPKIIIGFBF57CC,8.0,15.4,共有部分之項目有梯間、中繼機房、樓梯間、機械房、電梯機房、水箱等６項。,鋼筋混凝土造,104年4月29日,十八層,NULL,NULL
RPPNMLPKIIIGFCF67CC,20.0,36.21,住家用,鋼筋混凝土造,92年12月1日,十四層,NULL,NULL
RPPNMLPKIIIGFCF67CC,20.0,11.2,共有部份,鋼筋混凝土造,92年12月1日,十四層,NULL,NULL
RPQNMLPKIIIGFDF87CC,29.0,75.01,住家用,鋼筋混凝土造,83年12月31日,八層,NULL,NULL
RPQNMLPKIIIGFDF87CC,29.0,17.22,共有部份,鋼筋混凝土造,83年12月31日,八層,NULL,NULL
RPPNMLPKIIIGFDF77CC,NULL,87.88,商業用,鋼筋混凝土造,NULL,五層,NULL,NULL
RPPNMLPKIIIGFGF08CC,17.0,146.05,商業用,鋼筋混凝土造,95年7月19日,七層,NULL,NULL
RPPNMLPKIIIGFGF08CC,17.0,97.67,共有部份,鋼筋混凝土造,95年7月19日,七層,NULL,NULL
RPTNMLQKIIIGFAF97CC,49.0,85.5,住家用,加強磚造,63年9月5日,四層,NULL,NULL
RPWNMLQKIIIGFAF28CC,43.0,13.84,住家用,加強磚造,70年1月31日,三層,NULL,NULL
RPVNMLQKIIIGFAF18CC,50.0,78.0,住家用,加強磚造,63年1月19日,二層,NULL,NULL
RPSNMLQKIIIGFBF97CC,39.0,91.02,住家用,鋼筋混凝土造,74年1月30日,五層,NULL,NULL
RPPNMLQKIIIGFBF67CC,36.0,109.73,住家用,鋼筋混凝土造,76年9月9日,五層,NULL,NULL
RPTNMLQKIIIGFBF08CC,35.0,100.88,住家用,鋼筋混凝土造,77年5月19日,五層,NULL,NULL
RPTNMLQKIIIGFBF08CC,35.0,5.94,共有部份,鋼筋混凝土造,77年5月19日,五層,NULL,NULL
RPPOMLQKIIIGFBF77CC,44.0,93.6,工業用,鋼筋混凝土造,69年2月9日,二層,NULL,NULL
RPUNMLQKIIIGFBF18CC,2.0,33.86,本共有部分之項目有入口門廳、排煙室、公共服務空間、緊急昇降機間（排煙室）、宅配室、信箱室、廁所、高層建築緩衝空間、等候空間、Ａ特別安全梯、Ｂ特別安全梯、Ｃ特別安全梯、Ｄ特別安全梯、梯廳、Ａ梯特別安全梯、Ｂ梯特別安全梯、昇降機間、樓梯間、消防中繼機房、消防水箱、Ｂ梯安全梯、機房、電梯機房、水箱、機械室、Ｄ梯安全梯、Ｄ梯特別安全梯、防空避難室兼停車空間、防災中心、停車場進風機房、停車場排風機房、升降機間、Ｂ安全梯、垃圾資源回收室、冷藏室、冷凍室、電信室、Ｃ安全梯、消防幫浦中繼機房、台電配電室、緊急發電機房、排氣管道間、停車空間、消防機房、水箱機房、Ａ棟自來水箱、Ｂ棟自來水箱、陽台等４８項。,鋼筋混凝土造,110年10月19日,十八層,NULL,NULL
RPTOMLQKIIIGFCF28CC,41.0,86.4,住家用,鋼筋混凝土造,71年5月31日,五層,NULL,NULL
RPVOMLQKIIIGFCF48CC,15.0,90.64,住家用,鋼筋混凝土造,98年3月6日,十五層,NULL,NULL
RPVOMLQKIIIGFCF48CC,15.0,36.42,共有部份,鋼筋混凝土造,98年3月6日,十五層,NULL,NULL
RPVOMLQKIIIGFCF48CC,15.0,33.08,共有部份,鋼筋混凝土造,98年3月6日,十五層,NULL,NULL
RPWOMLQKIIIGFCF58CC,27.0,91.09,住家用,鋼筋混凝土造,85年6月12日,十二層,NULL,NULL
RPWOMLQKIIIGFCF58CC,27.0,36.95,共有部份,鋼筋混凝土造,85年6月12日,十二層,NULL,NULL
RPPNMLQKIIIGFDF87CC,39.0,103.32,住家用,鋼筋混凝土造,73年5月25日,五層,NULL,NULL
RPQNMLQKIIIGFDF97CC,24.0,41.12,住家用,鋼筋混凝土造,88年6月25日,十三層,NULL,NULL
RPQNMLQKIIIGFDF97CC,24.0,16.75,共有部份,鋼筋混凝土造,88年6月25日,十四層,NULL,NULL
RPUNMLQKIIIGFDF38CC,42.0,98.35,住家用,鋼筋混凝土造,70年7月21日,五層,NULL,NULL
RPTNMLQKIIIGFDF28CC,7.0,44.29,住家用,鋼筋混凝土構造,105年9月14日,七層,NULL,NULL
RPTNMLQKIIIGFDF28CC,7.0,30.57,本共有部分項目有：昇降機、樓梯、門廳、停車空間、梯廳、雨遮、樓梯間、昇降機間、昇降路、水表機房、昇降機房、自來水水箱、電信機房、防空避難室、自來水蓄水池、台電配電室等１６項。,鋼筋混凝土構造,105年9月14日,七層,NULL,NULL
RPRNMLQKIIIGFDF08CC,9.0,97.04,工業用,鋼骨構造,103年10月13日,三十五層,NULL,NULL
RPRNMLQKIIIGFDF08CC,9.0,12.76,本共有部分之項目有接駁車等候區、特別安全梯排煙室、梯廳、緊急升降機間排煙室、污排水、梯間、廊道、走廊、電扶梯、風除室、空調主機房、低壓集中錶箱、電梯機房、信箱間、空調機房、清潔室、男廁、女廁、高層樓門廳、空調補給水箱、自來水蓄水池、陽台、排煙機房及空調機房、機房、汽車專用道、貨車車道、機車專用道、油槽室、發電機房、排氣管道、進氣管道、台電配電室、公共區變電室、電信機房、變電室走廊、往車站月台、防災中心辦公室、防災中心、電氣機房、排氣機房、管道間、進氣機房、貨車垃圾車專用道、貨車專用道、電氣室、垃圾間、冰水污排水、管委會使用空間、停車場管理室、管理員室、台電專用管道、電梯機坑、污水機房、雲端資訊機房、雨水處理機房及噴灌機房、消防泵浦室等５６項。,鋼骨構造,103年10月13日,三十七層,NULL,NULL
RPRNMLQKIIIGFDF08CC,9.0,5.24,本共有部分之項目有裝卸位編號（５～３６、４９～５８、６１～８２、８６～８８）、儲藏室、管委會使用空間、男廁、女廁、走廊、機車停車區、機車專用道、管理員室等９項。,鋼骨構造,103年10月13日,三十七層,NULL,NULL
RPVNMLQKIIIGFDF48CC,28.0,124.35,住家用,鋼筋混凝土造,84年4月14日,十七層,NULL,NULL
RPRNMLQKIIIGFDF08CC,9.0,42.12,本共有部分之項目有電梯機坑、空調機房及管道、梯廳、特別安全梯排煙室、客梯廳、走廊、男廁、女廁、茶水間、低壓集中錶箱、電氣室、貨梯廳、緊急升降機間排煙室、垃圾間、電梯機房、消防水池、消防泵浦室、消防水箱、消防中間機房、自來水中間水箱、自來水蓄水池、排氣機房、新鮮空氣引進機房、電信機房、台電配電室、儲藏室、機房、排煙室、走道、梯間、蓄水池、水箱室、陽台、變電室、垃圾集中室、自設變電站、泵浦室等３７項。,鋼骨構造,103年10月13日,三十五層,NULL,NULL
RPVNMLQKIIIGFDF48CC,28.0,35.96,共有部份,鋼筋混凝土造,84年4月14日,十七層,NULL,NULL
RPVNMLQKIIIGFDF48CC,28.0,13.81,共有部份,鋼筋混凝土造,84年4月14日,十七層,NULL,NULL
RPPNMLQKIIIGFGF18CC,36.0,111.86,住家用,鋼筋混凝土造,77年2月2日,五層,NULL,NULL
RPRNMLQKIIIGFGF38CC,28.0,78.45,住家用,鋼筋混凝土造,85年2月8日,八層,NULL,NULL
RPRNMLQKIIIGFGF38CC,28.0,52.73,共有部份,鋼筋混凝土造,85年2月8日,八層,NULL,NULL
RPTNMLQKIIIGFGF58CC,29.0,34.85,住家用,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPTNMLQKIIIGFGF58CC,29.0,2.13,共有部份,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPSNMLQKIIIGFGF48CC,29.0,34.85,住家用,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPUNMLQKIIIGFGF68CC,29.0,34.85,住家用,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPUNMLQKIIIGFGF68CC,29.0,2.13,共有部份,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPSNMLQKIIIGFGF48CC,29.0,2.13,共有部份,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPWNMLQKIIIGFGF88CC,29.0,34.85,住家用,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPWNMLQKIIIGFGF88CC,29.0,2.13,共有部份,鋼筋混凝土造,84年1月10日,五層,NULL,NULL
RPOOMLQKIIIGFGF18CC,36.0,102.3,住家用,鋼筋混凝土造,77年3月1日,五層,NULL,NULL
RPXNMLQKIIIGFGF98CC,48.0,41.38,住家用,加強磚造,64年4月12日,四層,NULL,NULL
RPTNMLQKIIIGFHF68CC,45.0,124.45,住商用,鋼筋混凝土造,67年11月25日,七層,NULL,NULL
RPQOMLQKIIIGFGF38CC,14.0,107.27,商業用,鋼筋混凝土造,98年4月15日,十二層,NULL,NULL
RPQOMLQKIIIGFGF38CC,14.0,101.85,共有部份,鋼筋混凝土造,98年4月15日,十二層,NULL,NULL
RPUNMLQKIIIGFHF78CC,2.0,91.46,見其他登記事項,鋼骨鋼筋混凝土構造,111年3月22日,十八層,NULL,NULL
RPUNMLQKIIIGFHF78CC,2.0,81.21,本共有部分項目有：梯廳、排煙室、警衛室、陽台、消防中繼機房、管委會空間、梯廳兼排煙室、台電配電場所、垃圾回收室、垃圾裝卸車位、停車空間、進氣、受電箱及電表室、發電機房、組合式水箱、排風管道、電信室、消防泵浦室、停車空間兼防空避難室、電梯機房、機房、安全梯丙、安全梯丁、特安梯甲、特安梯乙、儲藏室、安全梯、ｏｈ空間、爬梯、機車車道、機車停車空間、電梯、緊急昇降機（無障礙昇降機）等３３項。,鋼骨鋼筋混凝土構造,111年3月22日,十八層,NULL,NULL
RPVNMLQKIIIGFHF88CC,2.0,73.94,見其他登記事項,鋼骨鋼筋混凝土構造,111年3月22日,十八層,NULL,NULL
RPVNMLQKIIIGFHF88CC,2.0,71.78,本共有部分項目有：梯廳、排煙室、警衛室、陽台、消防中繼機房、管委會空間、梯廳兼排煙室、台電配電場所、垃圾回收室、垃圾裝卸車位、停車空間、進氣、受電箱及電表室、發電機房、組合式水箱、排風管道、電信室、消防泵浦室、停車空間兼防空避難室、電梯機房、機房、安全梯丙、安全梯丁、特安梯甲、特安梯乙、儲藏室、安全梯、ｏｈ空間、爬梯、機車車道、機車停車空間、電梯、緊急昇降機（無障礙昇降機）等３３項。,鋼骨鋼筋混凝土構造,111年3月22日,十八層,NULL,NULL
RPTNMLQKIIIGFIF78CC,38.0,87.47,住家用,鋼筋混凝土造,74年11月21日,五層,NULL,NULL
RPSOMLQKIIIGFHF68CC,28.0,98.63,住家用,鋼筋混凝土造,84年5月11日,六層,NULL,NULL
RPSOMLQKIIIGFHF68CC,28.0,21.98,共有部份,鋼筋混凝土造,84年5月11日,六層,NULL,NULL
RPWNMLQKIIIGFHF98CC,51.0,70.53,住家用,鋼筋混凝土造,61年9月1日,四層,NULL,NULL
RPWNMLRKIIIGFAF38CC,43.0,77.63,住家用,鋼筋混凝土造,69年12月5日,五層,NULL,NULL
