serial_number,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPPNMLSKIIIGFBH08CC,富強段,116.89,都市：住,NULL,NULL,NULL,9980000
RPPNMLSKIIIGFBH08CC,富強段,63.98,都市：住,NULL,NULL,NULL,9990000
RPUOMLSKIIIGFBH68CC,青昇段,13.76,都市：商,NULL,NULL,NULL,4110000
RPTNMLSKIIIGFEH78CC,竹圍段拔子林小段,5.14,都市：住,NULL,NULL,NULL,2490000
RPSNMLTKIIIGFEH78CC,竹圍段崁下小段,10.2,都市：住,NULL,NULL,NULL,1450011
RPTOMLTKIIIGFEH98CC,竹圍段拔子林小段,59.2,都市：住,NULL,NULL,NULL,2490000
RPQOMLKLIIIGFAH47CC,大樹林段,6.39,都市：住,NULL,NULL,NULL,3790000
RPTPMLKLIIIGFBH97CC,藍埔段,1818.18,非都市：特定農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,100000
RPQNMLKLIIIGFCH57CC,仁善段,67.5,都市：住,NULL,NULL,NULL,15000018
RPSNMLLLIIIGFEH08CC,竹圍段拔子林小段,58.27,都市：住,NULL,NULL,NULL,2490000
RPPNMLMLIIIGFEH87CC,竹圍段拔子林小段,49.75,都市：住,NULL,NULL,NULL,2490000
RPPNMLNLIIIGFDH97DC,楊梅段,84.0,都市：商,NULL,NULL,NULL,90320
RPPNMLNLIIIGFDH97DC,楊梅段,113.0,都市：商,NULL,NULL,NULL,90006
RPPNMLNLIIIGFDH97DC,楊梅段,12.0,都市：商,NULL,NULL,NULL,90350
RPPNMLOLIIIGFEH08CC,竹圍段拔子林小段,56.33,都市：住,NULL,NULL,NULL,2490000
RPOOMLPLIIIGFEH18CC,竹圍段拔子林小段,56.91,都市：住,NULL,NULL,NULL,2490000
RPRRMLQLIIIGFAH48CC,延壽段,22.3,都市：住,NULL,NULL,NULL,3000000
RPOOMLQLIIIGFBH97CC,榮民段,55.0,都市：工,NULL,NULL,NULL,12360011
RPOOMLQLIIIGFBH97CC,環東段,139.0,都市：住,NULL,NULL,NULL,1780003
RPXNMLQLIIIGFBH78CC,環東段,162.0,都市：住,NULL,NULL,NULL,1780000
RPXNMLQLIIIGFBH78CC,榮民段,20.0,都市：工,NULL,NULL,NULL,12360002
RPQOMLQLIIIGFBH18CC,青溪段,34.9,都市：住,NULL,NULL,NULL,4620000
RPVOMLQLIIIGFBH68CC,青昇段,15.0,都市：住,NULL,NULL,NULL,3690000
RPUPMLQLIIIGFBH68CC,青平段,40.14,都市：商,NULL,NULL,NULL,430000
RPVPMLQLIIIGFBH78CC,青平段,40.14,都市：商,NULL,NULL,NULL,430000
RPOQMLQLIIIGFBH18CC,青芝段,15.63,都市：商,NULL,NULL,NULL,1410000
RPSQMLQLIIIGFBH58CC,青芝段,15.63,都市：商,NULL,NULL,NULL,1410000
RPUNMLQLIIIGFEH78CC,竹圍段拔子林小段,49.75,都市：住,NULL,NULL,NULL,2490000
RPPNMLQLIIIGFCH08CC,武嶺段,256.0,都市：商,NULL,NULL,NULL,3790000
RPPNMLQLIIIGFCH08CC,武嶺段,169.0,都市：商,NULL,NULL,NULL,3780000
RPUNMLRLIIIGFEH88CC,錦明段,0.0,都市：工,NULL,NULL,NULL,1570000
RPOOMLLJJIIGFAH27CC,富國段,0.09,都市：住,NULL,NULL,NULL,3050001
RPOOMLLJJIIGFAH27CC,富國段,19.64,都市：住,NULL,NULL,NULL,3080000
RPPNMLPLRHIGFAI78DC,盧厝段,83.38,都市：住,NULL,NULL,NULL,3020000
RPPNMLMJIIIGFAI37CC,新富段五小段,98.0,都市：商,NULL,NULL,NULL,100011
RPSNMLPLRHIGFAI98CC,新富段六小段,84.0,都市：商,NULL,NULL,NULL,130004
RPVNMLPLRHIGFAI66CC,新太平段,18.64,都市：住,NULL,NULL,NULL,5410000
RPPNMLLLRHIGFDJ68CC,長威段,66.97,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,16520004
RPQNMLMLRHIGFDJ88CC,光華段,83.09,都市：住,NULL,NULL,NULL,1790000
RPPNMLMLRHIGFDJ78CC,光華段,83.09,都市：住,NULL,NULL,NULL,1790000
RPPNMLPLRHIGFBJ88CC,文化段,56.2,都市：住,NULL,NULL,NULL,2980000
RPPNMLLLRHIGFBJ48CC,縣福段,4.59,都市：商,NULL,NULL,NULL,2740000
RPPNMLNLRHIGFBJ68CC,新國段,41.44,都市：住,NULL,NULL,NULL,5410000
RPPNMLRLRHIGFBJ09CC,縣福段,5.58,都市：商,NULL,NULL,NULL,2410000
RPQNMLNLRHIGFBJ78CC,中興段,8.63,都市：住,NULL,NULL,NULL,80000
RPPNMLQLRHIGFBJ98CC,國義段,37.64,都市：住,NULL,NULL,NULL,2500000
RPPNMLSLRHIGFCJ66CC,中山段,47.0,都市：住,NULL,NULL,NULL,120000
RPQNMLRLRHIGFCJ66CC,志學段,80.57,都市：住,NULL,NULL,NULL,11640000
RPQNMLRLRHIGFCJ66CC,志學段,0.15,都市：住,NULL,NULL,NULL,11640001
RPRNMLSLRHIGFDJ96CC,建興段鳳凰小段,9.9,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,5770001
RPRNMLSLRHIGFDJ96CC,建興段鳳凰小段,9.9,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,5770002
RPQNMLQJIIIGFDJ28CC,綠園段,9.4,非都市：特定農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,2790056
RPQNMLNKIIIGFDJ08CC,永安段,93.85,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,4170000
RPRNMLTKIIIGFDJ78CC,中興段中興小段,35.53,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,4590000
RPPNMLTKIIIGFBJ38CC,新庄子段,28.06,非都市：特定農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,10770000
RPPNMLKLIIIGFBJ57CC,縣福段,64.47,都市：住,NULL,NULL,NULL,1100000
RPQNMLRLIIIGFBJ38CC,竹仁段,66.0,都市：住,NULL,NULL,NULL,2200000
RPPNMLQJIIIGFBJ08DC,台元段,519.84,都市：工,NULL,NULL,NULL,3670000
RPQNMLPLRHIGFDK66CC,天聲段,28.13,都市：住,NULL,NULL,NULL,4340000
RPQNMLOJIIIGFBK97CC,南苗段,17.63,都市：商,NULL,NULL,NULL,2900000
RPQNMLOJIIIGFBK97CC,南苗段,62.64,都市：商,NULL,NULL,NULL,2910000
RPPNMLQJIIIGFDK28CC,公園段,21.98,都市：商,NULL,NULL,NULL,1910000
RPPNMLLLRHIGFEK88CC,銅鑼段銅鑼工業區小段,1377.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,3770000
RPPNMLLLRHIGFEK88CC,銅鑼段銅鑼工業區小段,289.0,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,3780000
RPQNMLPLRHIGFAM56CC,福助段,36.25,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,NULL,NULL,NULL,2960000
RPQNMLPLRHIGFBM66CC,草屯段,117.0,都市：商,NULL,NULL,NULL,830006
RPPNMLQLRHIGFBM66CC,新富仁段,76.54,都市：住,NULL,NULL,NULL,760000
RPPNMLPLRHIGFBM56CC,中興段,12.03,都市：住,NULL,NULL,NULL,17410000
RPPNMLRLRHIGFGN37CC,新生段,101.03,都市：住,NULL,NULL,NULL,1090000
RPPNMLQLRHIGFDN96CC,民生段,6.46,都市：住,NULL,NULL,NULL,8590000
RPPNMLQLRHIGFDN96CC,民生段,2.54,都市：住,NULL,NULL,NULL,9100000
RPQNMLSLRHIGFAN96CC,埔崙段,51.0,都市：住,NULL,NULL,NULL,5050001
RPPNMLRLRHIGFHN47CC,大發段,95.0,都市：住,NULL,NULL,NULL,650007
RPQNMLRLRHIGFHN57CC,義民段,170.0,都市：住,NULL,NULL,NULL,2590000
RPQNMLSLRHIGFDN27CC,員林段,20.0,都市：住,NULL,NULL,NULL,4970015
RPQNMLMJIIIGFBN08CC,伸光段,68.0,都市：住,NULL,NULL,NULL,3550053
RPTNMLSLRHIGFAN27CC,嘉北段,132.23,非都市：特定農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,12410001
RPPNMLNKIIIGFAN08CC,明德段,68.8,都市：住,NULL,NULL,NULL,4780011
RPRNMLSLRHIGFDN37CC,地政段,75.0,都市：住,NULL,NULL,NULL,2580003
RPPNMLMKIIIGFAN97CC,西門口段,99.0,都市：住,NULL,NULL,NULL,4930004
RPPNMLMKIIIGFAN97CC,西門口段,64.0,都市：住,NULL,NULL,NULL,4930007
RPPNMLRKIIIGFAN48CC,新東興段,94.01,都市：農,NULL,NULL,NULL,7120000
RPQNMLQKIIIGFDN78CC,南勢段,193.31,都市：農,NULL,NULL,NULL,190000
RPQNMLQKIIIGFDN78CC,南勢段,190.03,都市：農,NULL,NULL,NULL,200000
RPPNMLOLIIIGFHN98CC,大溪段,95.0,都市：住,NULL,NULL,NULL,8690004
RPQNMLOLIIIGFHN09CC,鳳山段,16.68,都市：住,NULL,NULL,NULL,9530000
RPRNMLQLRHIGFAO96CC,大庄段,638.5,都市：農,NULL,NULL,NULL,5940000
RPTNMLNKIIIGFAO58CC,隆恩段,21.25,非都市：特定農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,1450000
RPTNMLNKIIIGFAO58CC,隆恩段,98.76,非都市：特定農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,1450010
RPPNMLPKIIIGFAO38CC,南華段,18.95,都市：商,NULL,NULL,NULL,4400000
RPPNMLOKIIIGFAO28CC,光武段,6.53,都市：商,NULL,NULL,NULL,10500001
RPTNMLPLRHIGFAP17CC,大崙段茄苳腳小段,92.0,非都市：特定農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,1320013
RPUNMLPLRHIGFAP27CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPUNMLPLRHIGFAP27CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPRNMLPLRHIGFAP96CC,秀才段,191.06,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,3800000
RPVNMLPLRHIGFAP37CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPQNMLPLRHIGFAP86CC,秀才段,191.06,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,3800000
RPVNMLPLRHIGFAP37CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPPNMLPLRHIGFAP76CC,秀才段,191.06,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,3800000
RPSNMLPLRHIGFAP07CC,大崙段茄苳腳小段,96.0,非都市：特定農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,1320189
RPWNMLPLRHIGFAP47CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPWNMLPLRHIGFAP47CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPXNMLPLRHIGFAP57CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPXNMLPLRHIGFAP57CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPPOMLPLRHIGFAP86CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPPOMLPLRHIGFAP86CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPQOMLPLRHIGFAP96CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPQOMLPLRHIGFAP96CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPROMLPLRHIGFAP07CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPSOMLPLRHIGFAP17CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPROMLPLRHIGFAP07CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPSOMLPLRHIGFAP17CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPOOMLPLRHIGFAP76CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPOOMLPLRHIGFAP76CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPTOMLPLRHIGFAP27CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPTOMLPLRHIGFAP27CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPVOMLPLRHIGFAP47CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPVOMLPLRHIGFAP47CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPUOMLPLRHIGFAP37CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPUOMLPLRHIGFAP37CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPWOMLPLRHIGFAP57CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPWOMLPLRHIGFAP57CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPXOMLPLRHIGFAP67CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPXOMLPLRHIGFAP67CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPPNMLSLRHIGFAP07CC,大潭段社口小段,136.53,都市：住,NULL,NULL,NULL,4150005
RPOPMLPLRHIGFAP86CC,斗六二段,165.47,都市：商,NULL,NULL,NULL,6030000
RPOPMLPLRHIGFAP86CC,斗六二段,32.01,都市：商,NULL,NULL,NULL,6040000
RPPNMLRJIIIGFAP58CC,大潭段大潭小段,29.58,都市：住,NULL,NULL,NULL,9890000
RPSNMLQKIIIGFAP88CC,斗六一段,4.08,都市：住,NULL,NULL,NULL,4180000
RPRNMLQKIIIGFAP78CC,斗六一段,14.76,都市：住,NULL,NULL,NULL,4180000
RPPNMLSLRHIGFAP17DC,斗六二段,111.37,都市：商,NULL,NULL,NULL,7630000
RPPNMLOJIIIGFBQ48CC,嘉朴段,40.2,都市：住,NULL,NULL,NULL,1260000
RPPNMLSLRHIGFDQ47CC,太頂珠段,43.23,都市：住,NULL,NULL,NULL,240004
RPSNMLNJIIIGFAT88CC,萬後段,0.64,都市：住,NULL,NULL,NULL,3640001
RPSNMLNJIIIGFAT88CC,萬後段,75.0,都市：住,NULL,NULL,NULL,3640009
RPSNMLNJIIIGFAT88CC,萬後段,28.17,都市：住,NULL,NULL,NULL,3640013
RPPNMLQLRHIGFAT37DC,勝興段,9.52,都市：住,NULL,NULL,NULL,2900000
RPQNMLQLRHIGFAU47CC,富國段,9.53,都市：住,NULL,NULL,NULL,1380000
RPPOMLQLRHIGFAU47CC,國風段,49.0,都市：住,NULL,NULL,NULL,1370002
RPPNMLLLRHIGFAU86CC,樹人段,6.72,都市：住,NULL,NULL,NULL,5230000
RPPNMLLLRHIGFAU86CC,樹人段,7.63,都市：商,NULL,NULL,NULL,5430000
RPTNMLQLRHIGFAU77CC,自強段,5.63,都市：住,NULL,NULL,NULL,140000
RPQOMLQLRHIGFAU57CC,民生段,21.23,都市：商,NULL,NULL,NULL,11720000
RPSNMLQLRHIGFAU67CC,富國段,26.21,都市：住,NULL,NULL,NULL,610001
RPPNMLRLRHIGFAU47CC,林森段,32.75,都市：住,NULL,NULL,NULL,22290002
RPUNMLQLRHIGFAU87CC,莊敬段,10.61,都市：住,NULL,NULL,NULL,420000
RPVNMLQLRHIGFAU97CC,莊敬段,90.0,都市：住,NULL,NULL,NULL,890000
RPQNMLRLRHIGFAU57CC,國股段,449.94,都市：住,NULL,NULL,NULL,5150000
RPRNMLRLRHIGFAU67CC,慈惠段,58.85,都市：住,NULL,NULL,NULL,11850002
RPPNMLOJIIIGFAU78CC,自強段,5.62,都市：住,NULL,NULL,NULL,140000
RPOOMLMKIIIGFAU68CC,宜安段,32.18,都市：住,NULL,NULL,NULL,5890000
RPRNMLMKIIIGFAU88CC,民生段,15.59,都市：商,NULL,NULL,NULL,11720000
RPPNMLMKIIIGFAU68CC,自強段,6.36,都市：住,NULL,NULL,NULL,3850000
RPVNMLNLIIIGFAU86CC,富國段,130.0,都市：住,NULL,NULL,NULL,680012
RPXNMLNLIIIGFAU07CC,明義段,120.0,都市：住,NULL,NULL,NULL,12060005
RPPNMLOLIIIGFAU98CC,明義段,120.0,都市：商,NULL,NULL,NULL,12060005
RPWNMLNLIIIGFAU96CC,南埔段,821.0,非都市：特定農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,32640005
RPQNMLRJJIIGFAU66CC,功學段,132.23,都市：住,NULL,NULL,NULL,7900007
RPRNMLPLIIIGFAU66CC,明義段,27.39,都市：商,NULL,NULL,NULL,11530000
RPRNMLRJJIIGFAU76CC,慈惠段,135.64,都市：商,NULL,NULL,NULL,11290000
RPPNMLQLRHIGFAV47CC,台東段,41.0,都市：商,NULL,NULL,NULL,4650006
RPPNMLNLIIIGFAV98CC,新生段,105.0,都市：住,NULL,NULL,NULL,5200003
